id,sido_name,sigungu_name,remarks,shel_nm,address,lon,lat,shel_av,lenth,shel_div_type,seismic,height
529,경상북도,울진군,기성지구,기성초등학교,경상북도 울진군 기성면 척산2길 24-4,129.4494636,36.7979571,500,250,학교운동장,미적용,17
530,경상북도,울진군,오산지구3,해양레포츠센터,경상북도 울진군 매화면 오산항길 59,129.412866,36.890112,100,25,공공건축물,미적용,5
531,경상북도,울진군,"덕신지구1,2",덕신휴게소뒷산,경상북도 울진군 매화면 덕신리 255-1,129.414251,36.879281,250,780,공터,미적용,25
532,경상북도,울진군,"덕신지구1,2",마을뒤고지대밭,경상북도 울진군 매화면 덕신리 317,129.413354,36.882028,250,670,공터,미적용,11
533,경상북도,울진군,"덕신지구1,2",덕신감리교회뒷편,경상북도 울진군 매화면 덕신리 406-3,129.414481,36.884086,250,220,공터,미적용,6
534,경상북도,울진군,"덕신지구1,2",덕신리마을뒷산,경상북도 울진군 매화면 덕신리 476-1,129.413266,36.886952,250,230,공터,미적용,11
535,경상북도,울진군,오산지구2,망양정로,경상북도 울진군 매화면 오산리 106-4,129.418581,36.897202,100,180,도로변,미적용,18
536,경상북도,울진군,오산지구2,오산항 등대,경상북도 울진군 매화면 오산리 238,129.417633,36.894381,100,340,공터,미적용,43
537,경상북도,울진군,오산지구3,마을뒤고지대,경상북도 울진군 매화면 오산리 253-2,129.416821,36.893807,200,510,공터,미적용,9
538,경상북도,울진군,오산지구3,순복음교회뒷산,경상북도 울진군 매화면 오산리 294,129.414937,36.892792,150,360,공터,미적용,11
539,경상북도,울진군,오산지구1,오산3리뒷산,경상북도 울진군 매화면 오산리 561,129.413034,36.904267,250,450,공터,미적용,11
540,경상북도,울진군,오산지구1,마을뒤고지대,경상북도 울진군 매화면 오산리 642-1,129.414032,36.90945,380,320,공터,미적용,14
541,경상북도,울진군,부구지구2,사슴농장앞도로,경상북도 울진군 북면 중흥부길 35-10,129.357159,37.102807,100,720,도로변,미적용,18
542,강원도,삼척시,나곡지구1,금세골,경상북도 울진군 북면 나곡리 1134,129.359483,37.14325,100,170,도로변,미적용,49
543,경상북도,울진군,나곡지구3,나곡리 129-4 공터,경상북도 울진군 북면 나곡리 129-4,129.358765,37.12575,40,880,공터,미적용,21
544,경상북도,울진군,나곡지구3,한수원아파트,경상북도 울진군 북면 나곡리 178-1,129.37177,37.109534,500,610,공터,미적용,8
545,경상북도,울진군,나곡지구3,나곡리 50-18 야산,경상북도 울진군 북면 나곡리 50-18,129.37586,37.113595,40,250,공터,미적용,15
546,경상북도,울진군,나곡지구3,석호마을아파트,경상북도 울진군 북면 나곡리 62-1,129.373484,37.114456,330,230,도로변,미적용,7
547,경상북도,울진군,나곡지구2,모텔휠파크앞도로,경상북도 울진군 북면 나곡리 686-7,129.370648,37.124414,360,280,도로변,미적용,14
548,경상북도,울진군,나곡지구2,나곡리725-2일대밭,경상북도 울진군 북면 나곡리 725-2,129.369187,37.125345,200,390,공터,미적용,15
549,경상북도,울진군,나곡지구2,나곡비치모텔,경상북도 울진군 북면 나곡리 880,129.370647,37.127146,50,60,공터,미적용,15
550,강원도,삼척시,나곡지구1,나곡리1146-3주변,경상북도 울진군 북면 나곡리 산14-16,129.361378,37.14178,100,410,공터,미적용,33
551,경상북도,울진군,나곡지구2,만남의광장앞도로,경상북도 울진군 북면 나곡리 산169,129.367804,37.128572,200,390,도로변,미적용,16
552,경상북도,울진군,부구지구1,북면사무소,경상북도 울진군 북면 부구3길 12,129.372869,37.104879,100,200,공공건축물,미적용,8
553,경상북도,울진군,부구지구1,마을회관뒤밭,경상북도 울진군 북면 부구리 158,129.372431,37.10386,50,80,공터,미적용,12
554,경상북도,울진군,부구지구1,부구교회뒤밭,경상북도 울진군 북면 부구리 211-18,129.374733,37.10583,50,330,공터,미적용,16
555,경상북도,울진군,부구지구2,두산중공업사원아파트뒤밭,경상북도 울진군 북면 부구리 319-1,129.367101,37.102216,200,420,공터,미적용,26
556,경상북도,울진군,부구지구2,부구리528일대밭,경상북도 울진군 북면 부구리 528,129.365701,37.101174,200,180,공터,미적용,25
557,경상북도,울진군,부구지구1,부구초등학교옆,경상북도 울진군 북면 부구리 278,129.372029,37.1023007,100,520,공터,미적용,24
558,경상북도,울진군,"연지지구 2, 3",대동빌라,경상북도 울진군 울진읍 현내항길 191,129.41432,36.991621,180,60,공공건축물,미적용,25
559,경상북도,울진군,연지지구 1,연지리406-1번지일대,경상북도 울진군 울진읍 연지리 406-1,129.415874,37.002628,100,550,공터,미적용,22
560,경상북도,울진군,연지지구 1,연지리495-1번지도로일대,경상북도 울진군 울진읍 연지리 495-1,129.416483,37.005024,300,240,도로변,미적용,26
561,경상북도,울진군,온양지구 1,온양2리마을회관뒷산,경상북도 울진군 울진읍 온양리 127-2,129.407644,37.02781,100,130,공터,미적용,25
562,경상북도,울진군,온양지구 2,고래꿈호텔,경상북도 울진군 울진읍 온양리 317-4,129.412116,37.015837,300,320,공터,미적용,22
563,경상북도,울진군,온양지구 1,온양리175번지일대,경상북도 울진군 울진읍 온양리 175,129.406909,37.025328,100,220,공터,미적용,17
564,경상북도,울진군,온양지구 2,온양교원사택앞,경상북도 울진군 울진읍 온양리 224-27,129.408702,37.023708,50,190,공터,미적용,15
565,경상북도,울진군,온양지구 1,교원사택,경상북도 울진군 울진읍 울진북로 925,129.408381,37.024051,500,100,공터,미적용,5
566,경상북도,울진군,읍남지구 1,읍남리102-1번지마을뒤언덕,경상북도 울진군 울진읍 읍남리 102-1,129.405716,36.980846,100,340,공터,미적용,9
567,경상북도,울진군,읍남지구 2,읍남리145번지일대밭,경상북도 울진군 울진읍 읍남리 152-1,129.408393,36.985813,100,210,공터,미적용,23
568,경상북도,울진군,"연지지구 2, 3",연지1리마을회관,경상북도 울진군 울진읍 현내항길 307,129.415332,36.991508,200,40,공공건축물,미적용,15
569,경상북도,울진군,봉평지구2,봉평1리마을회관,경상북도 울진군 죽변면 봉평리 292-11,129.413402,37.03426,100,100,공공건축물,미적용,13
570,경상북도,울진군,봉평지구2,죽변비취모텔뒷편,경상북도 울진군 죽변면 봉평리 200,129.413717,37.037414,100,560,공터,미적용,13
571,경상북도,울진군,봉평지구1,골마야산밭,경상북도 울진군 죽변면 봉평리 577,129.409917,37.047678,50,490,공터,미적용,16
572,경상북도,울진군,봉평지구1,봉평신라비전시관옆,경상북도 울진군 죽변면 봉평리 산 71-3,129.407335,37.043939,100,560,공터,미적용,17
573,경상북도,울진군,봉평지구1,이안빌라뒷편,경상북도 울진군 죽변면 봉평리 산 76-1,129.412348,37.042692,100,170,공터,미적용,16
574,경상북도,울진군,"죽변1,2지구",죽변초등학교,경상북도 울진군 죽변면 죽변3길 17,129.421781,37.063811,450,490,학교운동장,미적용,17
575,경상북도,울진군,"죽변1,2지구",죽변중고등학교,경상북도 울진군 죽변면 죽변4길 19,129.4203,37.064579,500,580,학교운동장,미적용,21
576,경상북도,울진군,"죽변1,2지구",동도빌라,경상북도 울진군 죽변면 죽변리 197-1,129.423625,37.064265,500,290,공터,미적용,34
577,경상북도,울진군,"죽변1,2지구",정구장,경상북도 울진군 죽변면 죽변리 1-43,129.428183,37.057631,450,680,공터,미적용,26
578,경상북도,울진군,"죽변1,2지구",죽변면 보건지소,경상북도 울진군 죽변면 죽변리 57-1,129.422542,37.061196,840,380,공공건축물,미적용,15
